"","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallDuration","CallHour","AgeBucket","BalanceBucket"
"2977",2977,43,"management","married","unknown","0",587,"1","0","cellular",5,"feb",6,231,9,"failure",11,"14","(41.1,48.8]","BelowAverage"
"2978",2978,60,"management","married","tertiary","0",315,"0","0","cellular",1,"sep",1,183,3,"success",840,"14","(56.5,64.2]","BelowAverage"
"2979",2979,55,"management","married","tertiary","0",563,"1","0","cellular",19,"nov",1,-1,0,"unknown",164,"14","(48.8,56.5]","BelowAverage"
"2980",2980,33,"technician","single","secondary","0",920,"1","0","cellular",21,"nov",1,122,4,"failure",58,"16","(25.7,33.4]","BelowAverage"
"2981",2981,59,"self-employed","married","tertiary","0",185,"0","0","cellular",4,"feb",1,-1,0,"unknown",283,"11","(56.5,64.2]","BelowAverage"
"2982",2982,37,"admin.","married","secondary","0",1207,"1","0","telephone",6,"apr",2,138,2,"success",1353,"15","(33.4,41.1]","BelowAverage"
"2983",2983,36,"technician","married","secondary","0",15485,"0","0","cellular",14,"apr",1,-1,0,"unknown",461,"11","(33.4,41.1]","AboveAverage"
"2984",2984,36,"management","single","tertiary","0",811,"0","0","cellular",6,"mar",1,-1,0,"unknown",229,"17","(33.4,41.1]","BelowAverage"
"2985",2985,23,"services","single","secondary","0",210,"1","0","unknown",20,"may",1,-1,0,"unknown",507,"10","(17.9,25.7]","BelowAverage"
"2986",2986,33,"admin.","married","secondary","0",258,"1","0","cellular",5,"may",1,-1,0,"unknown",37,"14","(25.7,33.4]","BelowAverage"
"2987",2987,39,"self-employed","married","tertiary","0",1047,"0","0","unknown",6,"jun",1,-1,0,"unknown",554,"16","(33.4,41.1]","BelowAverage"
"2988",2988,37,"admin.","married","secondary","0",274,"1","0","unknown",27,"may",3,-1,0,"unknown",731,"9","(33.4,41.1]","BelowAverage"
"2989",2989,50,"entrepreneur","married","tertiary","0",8649,"1","0","cellular",20,"nov",1,-1,0,"unknown",141,"16","(48.8,56.5]","AboveAverage"
"2990",2990,31,"services","married","secondary","0",413,"1","0","unknown",13,"may",1,-1,0,"unknown",65,"12","(25.7,33.4]","BelowAverage"
"2991",2991,58,"management","married","tertiary","0",1271,"1","0","cellular",28,"jan",1,-1,0,"unknown",146,"14","(56.5,64.2]","BelowAverage"
"2992",2992,56,"technician","married","secondary","0",2558,"0","0","unknown",19,"jun",1,-1,0,"unknown",288,"10","(48.8,56.5]","AboveAverage"
"2993",2993,39,"technician","married","secondary","0",376,"0","0","unknown",20,"jun",3,-1,0,"unknown",160,"16","(33.4,41.1]","BelowAverage"
"2994",2994,30,"blue-collar","married","secondary","0",294,"1","1","unknown",16,"jun",3,-1,0,"unknown",50,"15","(25.7,33.4]","BelowAverage"
"2995",2995,58,"blue-collar","married","unknown","0",64,"0","1","cellular",21,"jul",2,-1,0,"unknown",78,"14","(56.5,64.2]","BelowAverage"
"2996",2996,32,"technician","single","secondary","0",540,"0","1","cellular",29,"jan",1,-1,0,"unknown",750,"10","(25.7,33.4]","BelowAverage"
"2997",2997,37,"technician","married","unknown","0",189,"0","0","cellular",16,"jun",2,-1,0,"unknown",162,"12","(33.4,41.1]","BelowAverage"
"2998",2998,34,"blue-collar","married","primary","0",3868,"1","0","cellular",18,"may",1,350,1,"failure",134,"15","(33.4,41.1]","AboveAverage"
"2999",2999,44,"blue-collar","divorced","secondary","0",-1,"0","1","cellular",15,"jul",5,-1,0,"unknown",194,"9","(41.1,48.8]","Negative"
"3000",3000,44,"technician","married","secondary","0",267,"0","0","cellular",22,"aug",2,-1,0,"unknown",520,"12","(41.1,48.8]","BelowAverage"
"3001",3001,42,"entrepreneur","married","primary","0",319,"1","0","telephone",8,"may",9,-1,0,"unknown",17,"17","(41.1,48.8]","BelowAverage"
"3002",3002,48,"entrepreneur","married","tertiary","0",810,"0","0","unknown",6,"jun",1,-1,0,"unknown",383,"13","(41.1,48.8]","BelowAverage"
"3003",3003,30,"admin.","single","secondary","0",330,"0","1","cellular",30,"jul",5,-1,0,"unknown",115,"10","(25.7,33.4]","BelowAverage"
"3004",3004,40,"services","married","secondary","0",4157,"1","0","unknown",15,"may",1,-1,0,"unknown",735,"17","(33.4,41.1]","AboveAverage"
"3005",3005,41,"management","married","tertiary","0",768,"0","0","cellular",7,"aug",3,-1,0,"unknown",229,"15","(33.4,41.1]","BelowAverage"
"3006",3006,44,"blue-collar","married","secondary","1",-617,"1","0","unknown",8,"may",1,-1,0,"unknown",172,"12","(41.1,48.8]","Negative"
"3007",3007,30,"technician","single","tertiary","0",178,"0","0","cellular",17,"jul",3,-1,0,"unknown",656,"13","(25.7,33.4]","BelowAverage"
"3008",3008,31,"unemployed","divorced","tertiary","0",756,"0","0","cellular",20,"jul",2,-1,0,"unknown",355,"12","(25.7,33.4]","BelowAverage"
"3009",3009,46,"blue-collar","married","secondary","0",7,"0","0","unknown",17,"jun",2,-1,0,"unknown",110,"12","(41.1,48.8]","BelowAverage"
"3010",3010,55,"management","single","secondary","0",1507,"1","0","cellular",30,"jul",3,-1,0,"unknown",114,"9","(48.8,56.5]","BelowAverage"
"3011",3011,62,"blue-collar","married","secondary","0",272,"0","0","cellular",11,"aug",1,286,2,"failure",146,"10","(56.5,64.2]","BelowAverage"
"3012",3012,22,"student","single","tertiary","0",691,"0","0","cellular",19,"aug",1,-1,0,"unknown",338,"13","(17.9,25.7]","BelowAverage"
"3013",3013,38,"unemployed","single","secondary","0",2470,"1","0","cellular",4,"feb",1,230,1,"other",131,"10","(33.4,41.1]","AboveAverage"
"3014",3014,44,"management","married","tertiary","0",1058,"0","0","cellular",11,"mar",3,-1,0,"unknown",188,"9","(41.1,48.8]","BelowAverage"
"3015",3015,38,"management","single","tertiary","0",3141,"0","0","cellular",9,"nov",4,189,2,"success",347,"12","(33.4,41.1]","AboveAverage"
"3016",3016,69,"retired","married","secondary","0",2473,"0","0","cellular",8,"jul",3,-1,0,"unknown",967,"14","(64.2,71.9]","AboveAverage"
"3017",3017,29,"services","single","secondary","0",1934,"0","0","cellular",29,"sep",1,-1,0,"unknown",271,"11","(25.7,33.4]","AboveAverage"
"3018",3018,56,"technician","divorced","secondary","0",3450,"0","0","cellular",10,"aug",1,181,2,"success",507,"9","(48.8,56.5]","AboveAverage"
"3019",3019,53,"admin.","married","secondary","0",459,"0","0","cellular",5,"apr",1,-1,0,"unknown",558,"15","(48.8,56.5]","BelowAverage"
"3020",3020,39,"management","divorced","tertiary","0",224,"0","0","cellular",2,"jul",2,88,1,"success",194,"13","(33.4,41.1]","BelowAverage"
"3021",3021,31,"management","single","tertiary","0",515,"0","0","cellular",1,"jun",5,-1,0,"unknown",296,"16","(25.7,33.4]","BelowAverage"
"3022",3022,31,"technician","single","tertiary","0",1887,"0","1","cellular",20,"nov",2,183,1,"failure",225,"16","(25.7,33.4]","AboveAverage"
"3023",3023,31,"technician","single","tertiary","0",3729,"1","0","unknown",2,"jun",8,-1,0,"unknown",192,"13","(25.7,33.4]","AboveAverage"
"3024",3024,31,"entrepreneur","married","tertiary","0",425,"1","0","cellular",11,"may",2,-1,0,"unknown",96,"10","(25.7,33.4]","BelowAverage"
"3025",3025,39,"management","married","secondary","0",215,"0","0","cellular",11,"aug",4,-1,0,"unknown",1141,"17","(33.4,41.1]","BelowAverage"
"3026",3026,52,"blue-collar","married","primary","0",2091,"0","0","cellular",6,"aug",2,-1,0,"unknown",181,"17","(48.8,56.5]","AboveAverage"
"3027",3027,40,"management","married","tertiary","0",9366,"0","0","cellular",11,"nov",3,-1,0,"unknown",69,"11","(33.4,41.1]","AboveAverage"
"3028",3028,35,"services","married","secondary","0",-489,"1","0","unknown",9,"jun",2,-1,0,"unknown",90,"13","(33.4,41.1]","Negative"
"3029",3029,28,"student","single","secondary","0",949,"1","0","unknown",28,"may",1,-1,0,"unknown",1730,"10","(25.7,33.4]","BelowAverage"
"3030",3030,25,"student","single","secondary","0",331,"0","0","telephone",26,"aug",4,-1,0,"unknown",170,"17","(17.9,25.7]","BelowAverage"
"3031",3031,28,"admin.","single","tertiary","0",373,"1","0","cellular",14,"aug",1,79,4,"other",78,"14","(25.7,33.4]","BelowAverage"
"3032",3032,44,"blue-collar","divorced","secondary","0",558,"1","0","unknown",7,"may",1,-1,0,"unknown",485,"9","(41.1,48.8]","BelowAverage"
"3033",3033,28,"student","single","tertiary","0",290,"1","0","telephone",27,"nov",1,-1,0,"unknown",24,"16","(25.7,33.4]","BelowAverage"
"3034",3034,29,"admin.","single","secondary","0",210,"0","1","cellular",8,"jul",1,-1,0,"unknown",140,"9","(25.7,33.4]","BelowAverage"
"3035",3035,36,"management","married","tertiary","0",23,"0","0","cellular",26,"aug",11,-1,0,"unknown",133,"10","(33.4,41.1]","BelowAverage"
"3036",3036,50,"management","married","secondary","0",2717,"1","0","cellular",18,"nov",1,-1,0,"unknown",188,"17","(48.8,56.5]","AboveAverage"
"3037",3037,35,"entrepreneur","married","tertiary","0",0,"0","0","cellular",5,"may",1,168,4,"failure",74,"15","(33.4,41.1]","Negative"
"3038",3038,48,"technician","married","secondary","0",10655,"0","0","telephone",31,"jul",3,-1,0,"unknown",5,"10","(41.1,48.8]","AboveAverage"
"3039",3039,49,"services","married","secondary","0",823,"0","0","cellular",8,"aug",4,-1,0,"unknown",780,"14","(48.8,56.5]","BelowAverage"
"3040",3040,47,"blue-collar","married","secondary","0",243,"1","0","cellular",4,"feb",1,246,4,"failure",220,"17","(41.1,48.8]","BelowAverage"
"3041",3041,33,"blue-collar","married","primary","0",217,"1","0","cellular",20,"apr",1,339,3,"failure",198,"11","(25.7,33.4]","BelowAverage"
"3042",3042,35,"services","single","primary","0",167,"0","1","cellular",11,"jul",2,-1,0,"unknown",614,"10","(33.4,41.1]","BelowAverage"
"3043",3043,31,"management","married","tertiary","0",1812,"0","0","cellular",30,"apr",1,-1,0,"unknown",461,"16","(25.7,33.4]","AboveAverage"
"3044",3044,54,"blue-collar","married","primary","0",433,"1","0","cellular",20,"apr",5,-1,0,"unknown",252,"17","(48.8,56.5]","BelowAverage"
"3045",3045,25,"services","single","secondary","0",2311,"0","1","cellular",21,"jul",2,-1,0,"unknown",1105,"11","(17.9,25.7]","AboveAverage"
"3046",3046,39,"blue-collar","married","primary","0",7304,"1","0","unknown",28,"may",1,-1,0,"unknown",216,"12","(33.4,41.1]","AboveAverage"
"3047",3047,52,"unemployed","divorced","secondary","0",230,"0","0","cellular",24,"dec",2,-1,0,"unknown",422,"12","(48.8,56.5]","BelowAverage"
"3048",3048,34,"management","single","tertiary","0",26575,"0","0","cellular",18,"nov",1,-1,0,"unknown",93,"9","(33.4,41.1]","AboveAverage"
"3049",3049,27,"management","single","tertiary","0",338,"0","1","cellular",7,"jul",1,-1,0,"unknown",535,"14","(25.7,33.4]","BelowAverage"
"3050",3050,27,"technician","married","secondary","0",2183,"1","1","unknown",21,"may",1,-1,0,"unknown",857,"10","(25.7,33.4]","AboveAverage"
"3051",3051,35,"blue-collar","married","tertiary","0",5271,"1","0","cellular",14,"apr",2,-1,0,"unknown",119,"17","(33.4,41.1]","AboveAverage"
"3052",3052,33,"blue-collar","married","secondary","0",315,"0","0","cellular",4,"feb",3,-1,0,"unknown",146,"9","(25.7,33.4]","BelowAverage"
"3053",3053,36,"services","single","secondary","0",1227,"1","1","cellular",4,"may",5,341,3,"failure",775,"9","(33.4,41.1]","BelowAverage"
"3054",3054,38,"management","married","secondary","0",336,"1","0","cellular",20,"apr",3,-1,0,"unknown",259,"13","(33.4,41.1]","BelowAverage"
"3055",3055,46,"technician","married","secondary","0",3434,"0","1","cellular",27,"feb",1,-1,0,"unknown",115,"10","(41.1,48.8]","AboveAverage"
"3056",3056,18,"student","single","unknown","0",3,"0","0","cellular",25,"aug",2,-1,0,"unknown",130,"12","(17.9,25.7]","BelowAverage"
"3057",3057,33,"technician","divorced","secondary","0",488,"0","0","cellular",5,"aug",2,-1,0,"unknown",332,"9","(25.7,33.4]","BelowAverage"
"3058",3058,23,"technician","single","unknown","0",710,"1","0","unknown",19,"may",6,-1,0,"unknown",374,"10","(17.9,25.7]","BelowAverage"
"3059",3059,32,"blue-collar","single","primary","0",60,"1","0","cellular",28,"jul",2,-1,0,"unknown",136,"10","(25.7,33.4]","BelowAverage"
"3060",3060,37,"management","married","tertiary","0",255,"0","0","cellular",24,"feb",2,183,10,"success",562,"14","(33.4,41.1]","BelowAverage"
"3061",3061,39,"services","single","secondary","0",1048,"1","0","cellular",15,"jun",1,32,1,"failure",108,"13","(33.4,41.1]","BelowAverage"
"3062",3062,21,"student","single","unknown","0",53,"0","0","cellular",14,"jun",1,-1,0,"unknown",270,"9","(17.9,25.7]","BelowAverage"
"3063",3063,49,"technician","married","secondary","0",0,"1","1","cellular",21,"jul",1,-1,0,"unknown",95,"10","(48.8,56.5]","Negative"
"3064",3064,54,"blue-collar","divorced","primary","0",10374,"1","0","cellular",20,"nov",2,189,2,"other",283,"12","(48.8,56.5]","AboveAverage"
"3065",3065,36,"technician","married","tertiary","0",911,"1","1","cellular",25,"may",2,21,3,"failure",117,"11","(33.4,41.1]","BelowAverage"
"3066",3066,52,"management","married","tertiary","0",1453,"0","0","telephone",29,"jul",21,-1,0,"unknown",254,"17","(48.8,56.5]","BelowAverage"
"3067",3067,55,"housemaid","divorced","tertiary","0",1241,"0","0","cellular",21,"nov",7,154,5,"failure",48,"17","(48.8,56.5]","BelowAverage"
"3068",3068,81,"retired","divorced","primary","0",949,"0","0","cellular",27,"sep",2,280,1,"other",188,"16","(79.6,87.3]","BelowAverage"
"3069",3069,47,"technician","married","secondary","0",-107,"0","0","cellular",8,"jul",2,-1,0,"unknown",236,"12","(41.1,48.8]","Negative"
"3070",3070,35,"housemaid","divorced","secondary","0",39,"0","0","cellular",31,"jul",2,-1,0,"unknown",149,"15","(33.4,41.1]","BelowAverage"
"3071",3071,24,"blue-collar","single","primary","0",388,"1","0","cellular",15,"may",2,-1,0,"unknown",193,"14","(17.9,25.7]","BelowAverage"
"3072",3072,35,"self-employed","married","tertiary","0",3698,"1","0","cellular",5,"mar",1,-1,0,"unknown",106,"14","(33.4,41.1]","AboveAverage"
"3073",3073,46,"technician","married","tertiary","0",53,"0","0","unknown",12,"jun",3,-1,0,"unknown",12,"14","(41.1,48.8]","BelowAverage"
"3074",3074,38,"technician","single","secondary","0",61,"1","0","cellular",13,"may",1,359,8,"failure",109,"11","(33.4,41.1]","BelowAverage"
"3075",3075,46,"services","married","secondary","0",244,"0","0","cellular",21,"aug",2,-1,0,"unknown",139,"9","(41.1,48.8]","BelowAverage"
"3076",3076,33,"blue-collar","married","secondary","0",1130,"1","0","cellular",7,"apr",1,-1,0,"unknown",1063,"9","(25.7,33.4]","BelowAverage"
"3077",3077,27,"technician","single","secondary","0",218,"1","0","cellular",14,"may",2,352,1,"failure",1462,"9","(25.7,33.4]","BelowAverage"
"3078",3078,47,"services","married","secondary","0",223,"0","0","cellular",15,"may",2,-1,0,"unknown",133,"11","(41.1,48.8]","BelowAverage"
"3079",3079,51,"housemaid","married","primary","0",605,"0","0","cellular",28,"aug",14,-1,0,"unknown",270,"15","(48.8,56.5]","BelowAverage"
"3080",3080,31,"technician","divorced","secondary","0",646,"1","0","unknown",30,"may",3,-1,0,"unknown",294,"13","(25.7,33.4]","BelowAverage"
"3081",3081,33,"blue-collar","married","primary","0",3512,"1","0","cellular",19,"nov",1,183,2,"failure",251,"9","(25.7,33.4]","AboveAverage"
"3082",3082,42,"blue-collar","single","secondary","0",583,"0","0","cellular",28,"jan",3,-1,0,"unknown",567,"13","(41.1,48.8]","BelowAverage"
"3083",3083,26,"services","married","secondary","0",0,"1","0","cellular",18,"may",4,-1,0,"unknown",130,"15","(25.7,33.4]","Negative"
"3084",3084,54,"technician","married","secondary","0",0,"0","0","cellular",6,"nov",5,192,8,"other",464,"11","(48.8,56.5]","Negative"
"3085",3085,35,"management","single","tertiary","0",5958,"1","0","cellular",22,"mar",1,-1,0,"unknown",215,"14","(33.4,41.1]","AboveAverage"
"3086",3086,36,"housemaid","married","secondary","0",419,"1","0","unknown",30,"may",1,-1,0,"unknown",251,"10","(33.4,41.1]","BelowAverage"
"3087",3087,42,"blue-collar","married","secondary","0",2717,"1","1","cellular",20,"apr",2,270,2,"failure",181,"13","(41.1,48.8]","AboveAverage"
"3088",3088,58,"management","married","tertiary","0",361,"0","0","cellular",14,"aug",2,-1,0,"unknown",503,"9","(56.5,64.2]","BelowAverage"
"3089",3089,55,"retired","married","primary","0",3876,"0","0","cellular",21,"nov",1,-1,0,"unknown",54,"13","(48.8,56.5]","AboveAverage"
"3090",3090,45,"blue-collar","divorced","primary","0",-207,"0","0","cellular",15,"jul",2,-1,0,"unknown",878,"9","(41.1,48.8]","Negative"
"3091",3091,43,"management","married","tertiary","0",149,"1","0","unknown",23,"jun",2,-1,0,"unknown",662,"17","(41.1,48.8]","BelowAverage"
"3092",3092,25,"blue-collar","single","secondary","0",1857,"1","0","cellular",12,"oct",1,91,12,"success",187,"10","(17.9,25.7]","AboveAverage"
"3093",3093,27,"services","single","secondary","0",302,"0","0","cellular",8,"jan",1,189,1,"success",151,"12","(25.7,33.4]","BelowAverage"
"3094",3094,59,"retired","single","secondary","0",2,"0","0","telephone",2,"feb",1,-1,0,"unknown",935,"11","(56.5,64.2]","BelowAverage"
"3095",3095,38,"management","divorced","tertiary","0",4335,"1","0","cellular",18,"may",7,179,1,"failure",157,"14","(33.4,41.1]","AboveAverage"
"3096",3096,40,"services","married","secondary","0",1293,"1","0","cellular",13,"apr",3,-1,0,"unknown",128,"11","(33.4,41.1]","BelowAverage"
"3097",3097,32,"management","single","tertiary","0",229,"1","0","cellular",18,"may",1,-1,0,"unknown",345,"13","(25.7,33.4]","BelowAverage"
"3098",3098,32,"services","single","secondary","0",6983,"0","0","cellular",7,"aug",1,-1,0,"unknown",255,"16","(25.7,33.4]","AboveAverage"
"3099",3099,42,"admin.","divorced","secondary","0",2129,"0","0","cellular",13,"aug",1,182,2,"other",633,"15","(41.1,48.8]","AboveAverage"
"3100",3100,38,"blue-collar","divorced","secondary","0",0,"1","0","cellular",21,"oct",1,183,4,"success",576,"14","(33.4,41.1]","Negative"
"3101",3101,76,"retired","married","tertiary","0",2991,"0","0","cellular",22,"oct",1,183,1,"success",344,"12","(71.9,79.6]","AboveAverage"
"3102",3102,53,"management","married","tertiary","0",3634,"0","0","cellular",7,"may",4,88,8,"success",211,"10","(48.8,56.5]","AboveAverage"
"3103",3103,54,"technician","married","secondary","0",1076,"0","0","cellular",28,"jan",1,-1,0,"unknown",338,"11","(48.8,56.5]","BelowAverage"
"3104",3104,34,"blue-collar","single","unknown","0",129,"1","1","cellular",16,"nov",1,200,2,"success",295,"17","(33.4,41.1]","BelowAverage"
"3105",3105,29,"technician","married","tertiary","0",-246,"1","0","unknown",6,"jun",3,-1,0,"unknown",311,"17","(25.7,33.4]","Negative"
"3106",3106,35,"management","married","tertiary","0",3889,"1","0","cellular",19,"nov",2,-1,0,"unknown",265,"10","(33.4,41.1]","AboveAverage"
"3107",3107,29,"management","single","tertiary","0",1566,"1","0","unknown",4,"jun",1,-1,0,"unknown",233,"15","(25.7,33.4]","AboveAverage"
"3108",3108,43,"management","married","unknown","0",275,"0","0","cellular",9,"apr",2,339,2,"failure",109,"10","(41.1,48.8]","BelowAverage"
"3109",3109,29,"blue-collar","divorced","secondary","0",291,"1","0","cellular",20,"apr",2,-1,0,"unknown",405,"9","(25.7,33.4]","BelowAverage"
"3110",3110,58,"retired","married","secondary","0",195,"0","0","cellular",2,"feb",1,-1,0,"unknown",41,"14","(56.5,64.2]","BelowAverage"
"3111",3111,29,"blue-collar","married","secondary","0",339,"1","0","cellular",15,"may",3,354,2,"failure",63,"10","(25.7,33.4]","BelowAverage"
"3112",3112,31,"admin.","single","secondary","0",0,"1","0","cellular",7,"may",2,295,2,"failure",895,"15","(25.7,33.4]","Negative"
"3113",3113,47,"blue-collar","divorced","primary","0",126,"1","0","unknown",3,"jun",2,-1,0,"unknown",2456,"13","(41.1,48.8]","BelowAverage"
"3114",3114,57,"management","divorced","tertiary","0",461,"1","0","unknown",21,"may",10,-1,0,"unknown",142,"12","(56.5,64.2]","BelowAverage"
"3115",3115,50,"blue-collar","married","primary","0",4108,"1","0","cellular",7,"aug",2,-1,0,"unknown",526,"10","(48.8,56.5]","AboveAverage"
"3116",3116,34,"blue-collar","married","primary","0",-1,"1","0","cellular",18,"may",6,355,1,"other",1057,"16","(33.4,41.1]","Negative"
"3117",3117,20,"student","single","unknown","0",755,"0","0","cellular",29,"dec",1,-1,0,"unknown",284,"12","(17.9,25.7]","BelowAverage"
"3118",3118,29,"management","single","tertiary","0",368,"1","0","unknown",23,"may",1,-1,0,"unknown",160,"12","(25.7,33.4]","BelowAverage"
"3119",3119,38,"self-employed","single","tertiary","0",5774,"1","0","cellular",15,"may",4,359,5,"other",406,"16","(33.4,41.1]","AboveAverage"
"3120",3120,35,"blue-collar","single","primary","0",-4,"1","0","cellular",18,"may",1,-1,0,"unknown",178,"12","(33.4,41.1]","Negative"
"3121",3121,36,"blue-collar","married","secondary","0",1550,"0","0","cellular",31,"jul",3,-1,0,"unknown",17,"11","(33.4,41.1]","AboveAverage"
"3122",3122,45,"technician","married","secondary","0",999,"1","0","unknown",16,"may",2,-1,0,"unknown",656,"17","(41.1,48.8]","BelowAverage"
"3123",3123,67,"retired","married","unknown","0",2540,"0","0","telephone",14,"sep",3,92,9,"success",279,"12","(64.2,71.9]","AboveAverage"
"3124",3124,42,"services","married","secondary","0",1263,"1","0","unknown",6,"may",2,-1,0,"unknown",114,"13","(41.1,48.8]","BelowAverage"
"3125",3125,60,"blue-collar","married","tertiary","0",759,"0","0","cellular",8,"aug",2,-1,0,"unknown",255,"14","(56.5,64.2]","BelowAverage"
"3126",3126,52,"housemaid","married","primary","0",618,"1","1","cellular",10,"aug",2,102,2,"failure",352,"14","(48.8,56.5]","BelowAverage"
"3127",3127,34,"technician","single","tertiary","0",228,"1","0","cellular",22,"jul",4,-1,0,"unknown",387,"9","(33.4,41.1]","BelowAverage"
"3128",3128,57,"technician","married","secondary","0",0,"0","0","unknown",13,"may",1,-1,0,"unknown",44,"11","(56.5,64.2]","Negative"
"3129",3129,45,"technician","married","unknown","0",886,"1","0","cellular",13,"oct",2,42,1,"failure",75,"11","(41.1,48.8]","BelowAverage"
"3130",3130,43,"unemployed","married","tertiary","0",0,"0","0","cellular",16,"jul",1,281,1,"failure",745,"12","(41.1,48.8]","Negative"
"3131",3131,30,"technician","married","tertiary","0",-340,"1","1","telephone",30,"jul",8,-1,0,"unknown",156,"14","(25.7,33.4]","Negative"
"3132",3132,49,"admin.","divorced","secondary","0",1718,"0","1","cellular",5,"aug",1,-1,0,"unknown",211,"11","(48.8,56.5]","AboveAverage"
"3133",3133,64,"management","married","unknown","0",2352,"0","0","cellular",3,"nov",4,183,7,"success",181,"11","(56.5,64.2]","AboveAverage"
"3134",3134,47,"management","married","tertiary","0",4386,"1","0","telephone",23,"jul",1,-1,0,"unknown",43,"14","(41.1,48.8]","AboveAverage"
"3135",3135,31,"unemployed","married","secondary","0",6,"0","0","cellular",4,"jun",4,-1,0,"unknown",121,"11","(25.7,33.4]","BelowAverage"
"3136",3136,28,"student","single","secondary","0",196,"0","0","cellular",2,"jul",3,-1,0,"unknown",423,"16","(25.7,33.4]","BelowAverage"
"3137",3137,38,"management","married","tertiary","0",1477,"0","0","cellular",15,"sep",3,769,2,"failure",385,"10","(33.4,41.1]","BelowAverage"
"3138",3138,31,"management","married","tertiary","0",3160,"1","0","cellular",26,"apr",2,-1,0,"unknown",688,"9","(25.7,33.4]","AboveAverage"
"3139",3139,28,"housemaid","single","secondary","0",781,"1","0","cellular",17,"apr",1,-1,0,"unknown",52,"10","(25.7,33.4]","BelowAverage"
"3140",3140,43,"blue-collar","single","primary","0",36,"1","0","unknown",9,"may",2,-1,0,"unknown",163,"11","(41.1,48.8]","BelowAverage"
"3141",3141,26,"student","single","tertiary","0",1134,"0","0","cellular",21,"apr",4,-1,0,"unknown",464,"14","(25.7,33.4]","BelowAverage"
"3142",3142,22,"blue-collar","single","secondary","0",0,"1","0","unknown",5,"may",2,-1,0,"unknown",179,"11","(17.9,25.7]","Negative"
"3143",3143,46,"management","married","tertiary","0",1600,"1","1","cellular",11,"aug",1,-1,0,"unknown",1244,"14","(41.1,48.8]","AboveAverage"
"3144",3144,66,"retired","married","tertiary","0",1948,"0","0","cellular",28,"jan",1,91,4,"success",216,"11","(64.2,71.9]","AboveAverage"
"3145",3145,38,"technician","married","secondary","0",750,"1","0","unknown",27,"may",2,-1,0,"unknown",265,"14","(33.4,41.1]","BelowAverage"
"3146",3146,56,"management","married","tertiary","0",363,"0","0","cellular",2,"feb",1,-1,0,"unknown",49,"10","(48.8,56.5]","BelowAverage"
"3147",3147,59,"management","married","tertiary","0",281,"0","0","cellular",8,"jul",2,-1,0,"unknown",430,"16","(56.5,64.2]","BelowAverage"
"3148",3148,25,"blue-collar","single","secondary","0",1857,"1","0","cellular",13,"apr",4,187,6,"success",295,"14","(17.9,25.7]","AboveAverage"
"3149",3149,53,"blue-collar","married","secondary","0",21522,"0","0","unknown",24,"jun",4,-1,0,"unknown",146,"11","(48.8,56.5]","AboveAverage"
"3150",3150,29,"blue-collar","married","secondary","0",580,"1","1","cellular",17,"apr",2,-1,0,"unknown",1311,"15","(25.7,33.4]","BelowAverage"
"3151",3151,25,"admin.","single","tertiary","0",760,"1","0","cellular",27,"may",3,89,2,"failure",223,"9","(17.9,25.7]","BelowAverage"
"3152",3152,38,"retired","married","unknown","0",304,"0","0","cellular",11,"may",1,350,5,"other",94,"12","(33.4,41.1]","BelowAverage"
"3153",3153,34,"management","married","tertiary","0",3301,"1","0","cellular",17,"jun",2,227,4,"failure",485,"15","(33.4,41.1]","AboveAverage"
"3154",3154,47,"technician","single","secondary","0",-239,"1","1","cellular",7,"jul",3,-1,0,"unknown",973,"16","(41.1,48.8]","Negative"
"3155",3155,53,"management","married","tertiary","0",618,"0","0","cellular",11,"aug",2,-1,0,"unknown",73,"14","(48.8,56.5]","BelowAverage"
"3156",3156,33,"blue-collar","married","secondary","0",355,"1","0","unknown",4,"jun",3,-1,0,"unknown",87,"13","(25.7,33.4]","BelowAverage"
"3157",3157,33,"blue-collar","married","secondary","0",705,"1","0","cellular",14,"may",2,-1,0,"unknown",112,"12","(25.7,33.4]","BelowAverage"
"3158",3158,35,"management","divorced","tertiary","0",146,"0","0","cellular",6,"aug",2,-1,0,"unknown",720,"13","(33.4,41.1]","BelowAverage"
"3159",3159,29,"services","single","secondary","0",84,"0","1","unknown",3,"jul",3,-1,0,"unknown",587,"16","(25.7,33.4]","BelowAverage"
"3160",3160,29,"technician","single","secondary","0",316,"1","0","cellular",3,"mar",1,-1,0,"unknown",156,"14","(25.7,33.4]","BelowAverage"
"3161",3161,42,"management","married","unknown","0",1519,"0","0","cellular",19,"oct",1,92,1,"success",230,"9","(41.1,48.8]","AboveAverage"
"3162",3162,61,"retired","married","secondary","0",1853,"0","0","telephone",10,"aug",1,181,2,"success",520,"17","(56.5,64.2]","AboveAverage"
"3163",3163,31,"services","married","secondary","1",29,"0","0","cellular",21,"nov",3,-1,0,"unknown",240,"14","(25.7,33.4]","BelowAverage"
"3164",3164,41,"admin.","single","secondary","0",-109,"1","1","cellular",11,"may",1,370,1,"failure",1038,"9","(33.4,41.1]","Negative"
"3165",3165,39,"admin.","married","secondary","0",2319,"0","0","cellular",7,"jul",1,-1,0,"unknown",84,"15","(33.4,41.1]","AboveAverage"
