"Id_duplicate","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CarInsurance","CallDuration","CallHour","AgeBinEW","AgeBinEF","BalanceBin","BalanceBinEF","WithinMonth","WithinMonthEF","PrevAttempsToDaysPassed","PAtDPEF"
"2887",2887,32,"technician","single","tertiary","0",2340,"0","0","cellular",18,"feb",2,-1,0,"unknown","1",89,"17","(25.7,33.4]","[32,37)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"2888",2888,50,"services","married","primary","0",1903,"0","0","cellular",8,"aug",2,-1,0,"unknown","0",175,"11","(48.8,56.5]","[44,52)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0,"0.00000"
"2889",2889,58,"blue-collar","single","secondary","0",119,"1","1","cellular",12,"may",1,-1,0,"unknown","1",985,"13","(56.5,64.2]","[52,95]","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"2890",2890,37,"technician","married","secondary","0",5115,"1","0","cellular",17,"nov",2,171,4,"failure","1",1210,"12","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0.02339181,"[0.00482,8.00000]"
"2891",2891,47,"technician","married","secondary","0",636,"0","0","cellular",4,"aug",2,-1,0,"unknown","0",416,"13","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2892",2892,33,"management","married","tertiary","0",2604,"0","0","cellular",8,"aug",2,-1,0,"unknown","0",167,"14","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"2893",2893,38,"unemployed","married","primary","0",-363,"0","0","unknown",12,"jun",2,-1,0,"unknown","0",340,"9","(33.4,41.1]","[37,44)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"2894",2894,25,"student","single","secondary","0",358,"0","0","cellular",16,"nov",1,-1,0,"unknown","1",330,"14","(17.9,25.7]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2895",2895,50,"admin.","single","secondary","0",1318,"0","1","unknown",24,"jun",3,-1,0,"unknown","0",146,"16","(48.8,56.5]","[44,52)","BelowAverage","[ 1075, 2557)","LateMonth","[21,27)",0,"0.00000"
"2896",2896,46,"technician","divorced","tertiary","0",0,"0","0","cellular",28,"jan",2,-1,0,"unknown","1",1199,"12","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"2897",2897,54,"services","married","secondary","0",2061,"1","0","telephone",31,"jul",7,-1,0,"unknown","0",301,"15","(48.8,56.5]","[52,95]","AboveAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"2898",2898,51,"retired","married","secondary","0",-14,"0","1","cellular",21,"jul",5,-1,0,"unknown","0",564,"13","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"2899",2899,57,"entrepreneur","married","tertiary","0",7699,"0","1","cellular",16,"jul",1,-1,0,"unknown","0",178,"13","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"2900",2900,33,"blue-collar","married","secondary","0",3458,"1","0","cellular",20,"apr",1,-1,0,"unknown","0",54,"14","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2901",2901,51,"technician","divorced","secondary","0",7928,"1","0","cellular",20,"nov",1,-1,0,"unknown","0",124,"14","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2902",2902,40,"admin.","married","primary","0",72,"1","1","cellular",21,"nov",1,-1,0,"unknown","1",849,"9","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2903",2903,41,"blue-collar","married","secondary","0",2157,"1","0","unknown",14,"may",2,-1,0,"unknown","0",154,"12","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"2904",2904,23,"services","single","secondary","0",870,"0","0","cellular",29,"dec",1,176,4,"success","1",296,"14","(17.9,25.7]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0.02272727,"[0.00482,8.00000]"
"2905",2905,33,"admin.","divorced","secondary","0",818,"1","1","cellular",16,"apr",3,-1,0,"unknown","0",301,"13","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"2906",2906,27,"management","single","tertiary","0",2489,"0","0","cellular",15,"jul",2,163,2,"other","1",323,"16","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0.01226994,"[0.00482,8.00000]"
"2907",2907,77,"retired","divorced","secondary","0",3417,"0","0","cellular",12,"nov",1,-1,0,"unknown","1",134,"16","(71.9,79.6]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"2908",2908,28,"blue-collar","single","secondary","0",6307,"1","0","unknown",28,"may",1,-1,0,"unknown","0",615,"17","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"2909",2909,52,"unemployed","married","secondary","0",94,"0","0","cellular",10,"feb",1,92,13,"success","1",153,"16","(48.8,56.5]","[52,95]","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0.1413043,"[0.00482,8.00000]"
"2910",2910,35,"entrepreneur","married","secondary","0",2074,"1","0","unknown",5,"jun",7,-1,0,"unknown","0",144,"17","(33.4,41.1]","[32,37)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2911",2911,48,"blue-collar","married","secondary","0",0,"0","0","cellular",29,"jul",6,-1,0,"unknown","0",215,"10","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"2912",2912,36,"admin.","single","secondary","0",0,"0","0","cellular",4,"feb",2,-1,0,"unknown","0",137,"10","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2913",2913,50,"blue-collar","married","primary","0",604,"0","0","cellular",5,"aug",1,-1,0,"unknown","0",104,"10","(48.8,56.5]","[44,52)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2914",2914,39,"blue-collar","single","primary","0",1522,"0","0","unknown",17,"jun",4,-1,0,"unknown","0",164,"12","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"2915",2915,72,"self-employed","married","tertiary","0",132,"0","0","cellular",1,"jul",2,65,1,"success","1",260,"15","(71.9,79.6]","[52,95]","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0.01538462,"[0.00482,8.00000]"
"2916",2916,45,"technician","single","secondary","0",1171,"1","0","cellular",17,"nov",1,-1,0,"unknown","0",34,"17","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"2917",2917,59,"unemployed","married","secondary","0",309,"0","0","cellular",28,"jan",1,-1,0,"unknown","0",300,"10","(56.5,64.2]","[52,95]","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"2918",2918,54,"technician","married","secondary","0",1378,"1","0","unknown",5,"may",1,-1,0,"unknown","0",240,"9","(48.8,56.5]","[52,95]","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2919",2919,31,"blue-collar","married","secondary","0",652,"0","1","unknown",1,"jul",3,-1,0,"unknown","0",281,"13","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2920",2920,32,"blue-collar","single","primary","0",2829,"1","0","cellular",5,"may",1,-1,0,"unknown","0",26,"10","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0,"0.00000"
"2921",2921,21,"student","single","unknown","0",1506,"0","0","cellular",14,"sep",1,-1,0,"unknown","1",340,"14","(17.9,25.7]","[18,32)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"2922",2922,59,"retired","single","secondary","0",351,"1","0","unknown",27,"may",5,-1,0,"unknown","1",1063,"14","(56.5,64.2]","[52,95]","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"2923",2923,46,"admin.","divorced","secondary","0",2232,"0","0","cellular",13,"feb",1,-1,0,"unknown","1",121,"15","(41.1,48.8]","[44,52)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"2924",2924,41,"admin.","married","secondary","0",705,"1","0","unknown",13,"may",1,-1,0,"unknown","0",205,"13","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"2925",2925,42,"management","married","tertiary","0",2816,"0","0","cellular",10,"nov",2,-1,0,"unknown","1",193,"14","(41.1,48.8]","[37,44)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"2926",2926,44,"unemployed","single","primary","1",-4,"0","1","cellular",30,"jul",2,-1,0,"unknown","1",788,"16","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"2927",2927,29,"blue-collar","single","secondary","0",908,"1","0","unknown",20,"jun",1,-1,0,"unknown","1",1663,"13","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"2928",2928,31,"self-employed","married","tertiary","0",414,"0","0","cellular",14,"aug",5,-1,0,"unknown","0",169,"12","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2929",2929,66,"retired","married","secondary","0",3409,"0","0","cellular",15,"nov",2,27,6,"failure","0",414,"15","(64.2,71.9]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0.2222222,"[0.00482,8.00000]"
"2930",2930,47,"technician","married","secondary","0",293,"0","0","cellular",3,"mar",1,-1,0,"unknown","1",499,"9","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2931",2931,26,"blue-collar","single","secondary","0",191,"1","0","cellular",6,"may",1,-1,0,"unknown","1",550,"16","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2932",2932,36,"technician","married","tertiary","0",4596,"1","0","cellular",8,"oct",2,175,2,"success","1",234,"16","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0.01142857,"[0.00482,8.00000]"
"2933",2933,44,"management","married","tertiary","0",1954,"0","0","cellular",2,"jun",1,-1,0,"unknown","1",294,"13","(41.1,48.8]","[44,52)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2934",2934,29,"services","single","tertiary","0",737,"1","1","cellular",30,"jan",5,248,1,"failure","0",499,"14","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0.004032258,"[0.00119,0.00482)"
"2935",2935,44,"entrepreneur","married","secondary","0",1442,"0","0","cellular",18,"nov",2,-1,0,"unknown","0",280,"15","(41.1,48.8]","[44,52)","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"2936",2936,42,"housemaid","married","primary","0",1523,"1","1","cellular",25,"jul",5,-1,0,"unknown","0",587,"9","(41.1,48.8]","[37,44)","AboveAverage","[ 1075, 2557)","LateMonth","[21,27)",0,"0.00000"
"2937",2937,47,"entrepreneur","married","secondary","0",0,"0","0","unknown",5,"jun",1,-1,0,"unknown","1",1446,"14","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2938",2938,37,"blue-collar","single","tertiary","0",3649,"1","0","cellular",15,"apr",2,146,4,"failure","0",623,"14","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0.02739726,"[0.00482,8.00000]"
"2939",2939,43,"management","married","tertiary","0",3518,"0","0","cellular",28,"dec",2,196,2,"success","1",206,"17","(41.1,48.8]","[37,44)","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0.01020408,"[0.00482,8.00000]"
"2940",2940,36,"admin.","married","unknown","0",991,"0","0","cellular",14,"jan",2,-1,0,"unknown","1",589,"17","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"2941",2941,31,"management","single","tertiary","0",581,"1","1","cellular",28,"jan",1,-1,0,"unknown","0",572,"17","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"2943",2943,36,"technician","married","tertiary","0",376,"0","0","cellular",16,"sep",1,-1,0,"unknown","1",173,"11","(33.4,41.1]","[32,37)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2944",2944,49,"services","married","secondary","0",199,"1","0","cellular",31,"jul",25,-1,0,"unknown","0",28,"11","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"2945",2945,35,"management","married","tertiary","0",451,"1","0","cellular",17,"apr",6,-1,0,"unknown","0",220,"17","(33.4,41.1]","[32,37)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"2946",2946,38,"unemployed","married","primary","0",7005,"1","0","cellular",7,"jul",1,412,1,"failure","1",370,"13","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0.002427184,"[0.00119,0.00482)"
"2947",2947,49,"blue-collar","married","secondary","0",1854,"1","0","unknown",19,"may",5,-1,0,"unknown","0",173,"16","(48.8,56.5]","[44,52)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"2948",2948,32,"blue-collar","married","primary","0",50,"1","0","cellular",13,"may",1,370,2,"failure","0",275,"13","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.005405405,"[0.00482,8.00000]"
"2949",2949,59,"technician","married","secondary","0",116,"0","0","cellular",12,"aug",4,422,3,"failure","1",398,"12","(56.5,64.2]","[52,95]","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.007109005,"[0.00482,8.00000]"
"2950",2950,58,"retired","married","primary","0",565,"0","0","telephone",7,"jul",1,-1,0,"unknown","1",876,"16","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"2951",2951,26,"student","single","secondary","0",279,"0","0","cellular",7,"may",3,-1,0,"unknown","0",239,"10","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"2952",2952,44,"entrepreneur","married","secondary","0",860,"1","1","cellular",6,"may",2,295,5,"failure","0",96,"15","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0.01694915,"[0.00482,8.00000]"
"2953",2953,40,"entrepreneur","single","secondary","0",943,"1","0","cellular",4,"feb",3,-1,0,"unknown","0",179,"14","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2954",2954,58,"technician","married","secondary","0",1476,"1","0","cellular",17,"apr",1,-1,0,"unknown","0",286,"9","(56.5,64.2]","[52,95]","BelowAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"2955",2955,47,"housemaid","married","primary","0",0,"1","0","telephone",24,"jul",1,-1,0,"unknown","0",193,"17","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"2956",2956,43,"blue-collar","divorced","primary","0",177,"0","0","cellular",3,"feb",1,-1,0,"unknown","0",124,"10","(41.1,48.8]","[37,44)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2957",2957,50,"blue-collar","married","primary","0",5776,"0","0","cellular",18,"nov",3,-1,0,"unknown","0",49,"14","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2958",2958,61,"retired","married","secondary","0",243,"0","0","cellular",20,"apr",1,-1,0,"unknown","1",194,"11","(56.5,64.2]","[52,95]","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"2959",2959,46,"technician","married","secondary","0",591,"0","0","telephone",29,"aug",2,-1,0,"unknown","0",81,"11","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"2960",2960,54,"retired","married","primary","0",0,"1","0","cellular",11,"jul",2,-1,0,"unknown","0",159,"9","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[ 7,12)",0,"0.00000"
"2961",2961,46,"admin.","married","secondary","0",659,"1","0","telephone",29,"jul",11,-1,0,"unknown","1",1127,"14","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"2962",2962,33,"blue-collar","married","secondary","0",1464,"1","0","unknown",23,"may",3,-1,0,"unknown","1",588,"9","(25.7,33.4]","[32,37)","BelowAverage","[ 1075, 2557)","LateMonth","[21,27)",0,"0.00000"
"2963",2963,30,"admin.","single","secondary","0",915,"1","0","unknown",27,"apr",1,-1,0,"unknown","1",370,"11","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"2964",2964,34,"blue-collar","married","primary","0",72,"1","0","cellular",15,"may",3,-1,0,"unknown","0",93,"12","(33.4,41.1]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"2965",2965,53,"admin.","married","secondary","0",10541,"0","0","cellular",9,"nov",1,-1,0,"unknown","1",178,"11","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"2966",2966,37,"blue-collar","single","secondary","0",3764,"0","0","unknown",16,"jun",1,-1,0,"unknown","0",431,"16","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"2967",2967,28,"blue-collar","single","secondary","0",-46,"1","0","cellular",1,"sep",1,92,14,"success","1",199,"12","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0.1521739,"[0.00482,8.00000]"
"2968",2968,38,"management","married","tertiary","0",1223,"0","0","cellular",12,"aug",5,-1,0,"unknown","1",1092,"15","(33.4,41.1]","[37,44)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"2969",2969,33,"self-employed","married","tertiary","0",1278,"0","0","cellular",6,"oct",1,-1,0,"unknown","1",649,"17","(25.7,33.4]","[32,37)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2970",2970,32,"management","married","tertiary","0",3442,"0","0","cellular",18,"nov",1,-1,0,"unknown","0",475,"11","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2971",2971,38,"services","married","secondary","0",208,"1","0","unknown",7,"may",1,-1,0,"unknown","0",800,"10","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"2972",2972,43,"technician","married","secondary","0",1358,"0","0","cellular",10,"mar",3,-1,0,"unknown","1",159,"15","(41.1,48.8]","[37,44)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0,"0.00000"
"2973",2973,43,"management","married","tertiary","0",-334,"1","0","cellular",7,"aug",1,-1,0,"unknown","0",291,"11","(41.1,48.8]","[37,44)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"2974",2974,36,"management","single","tertiary","0",7506,"1","0","cellular",6,"may",2,188,1,"success","1",839,"17","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0.005319149,"[0.00482,8.00000]"
"2975",2975,47,"management","single","tertiary","0",324,"0","1","cellular",6,"aug",1,-1,0,"unknown","0",72,"17","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2976",2976,30,"admin.","married","secondary","0",8781,"1","0","cellular",18,"nov",1,-1,0,"unknown","1",898,"13","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2977",2977,43,"management","married","unknown","0",587,"1","0","cellular",5,"feb",6,231,9,"failure","0",11,"14","(41.1,48.8]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0.03896104,"[0.00482,8.00000]"
"2978",2978,60,"management","married","tertiary","0",315,"0","0","cellular",1,"sep",1,183,3,"success","1",840,"14","(56.5,64.2]","[52,95]","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0.01639344,"[0.00482,8.00000]"
"2979",2979,55,"management","married","tertiary","0",563,"1","0","cellular",19,"nov",1,-1,0,"unknown","0",164,"14","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"2980",2980,33,"technician","single","secondary","0",920,"1","0","cellular",21,"nov",1,122,4,"failure","0",58,"16","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0.03278689,"[0.00482,8.00000]"
"2981",2981,59,"self-employed","married","tertiary","0",185,"0","0","cellular",4,"feb",1,-1,0,"unknown","0",283,"11","(56.5,64.2]","[52,95]","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2982",2982,37,"admin.","married","secondary","0",1207,"1","0","telephone",6,"apr",2,138,2,"success","1",1353,"15","(33.4,41.1]","[37,44)","BelowAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0.01449275,"[0.00482,8.00000]"
"2983",2983,36,"technician","married","secondary","0",15485,"0","0","cellular",14,"apr",1,-1,0,"unknown","1",461,"11","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"2984",2984,36,"management","single","tertiary","0",811,"0","0","cellular",6,"mar",1,-1,0,"unknown","1",229,"17","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2985",2985,23,"services","single","secondary","0",210,"1","0","unknown",20,"may",1,-1,0,"unknown","0",507,"10","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"2986",2986,33,"admin.","married","secondary","0",258,"1","0","cellular",5,"may",1,-1,0,"unknown","0",37,"14","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2987",2987,39,"self-employed","married","tertiary","0",1047,"0","0","unknown",6,"jun",1,-1,0,"unknown","1",554,"16","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"2988",2988,37,"admin.","married","secondary","0",274,"1","0","unknown",27,"may",3,-1,0,"unknown","1",731,"9","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"2989",2989,50,"entrepreneur","married","tertiary","0",8649,"1","0","cellular",20,"nov",1,-1,0,"unknown","0",141,"16","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2990",2990,31,"services","married","secondary","0",413,"1","0","unknown",13,"may",1,-1,0,"unknown","0",65,"12","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2991",2991,58,"management","married","tertiary","0",1271,"1","0","cellular",28,"jan",1,-1,0,"unknown","0",146,"14","(56.5,64.2]","[52,95]","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"2992",2992,56,"technician","married","secondary","0",2558,"0","0","unknown",19,"jun",1,-1,0,"unknown","0",288,"10","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"2993",2993,39,"technician","married","secondary","0",376,"0","0","unknown",20,"jun",3,-1,0,"unknown","0",160,"16","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"2994",2994,30,"blue-collar","married","secondary","0",294,"1","1","unknown",16,"jun",3,-1,0,"unknown","0",50,"15","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"2995",2995,58,"blue-collar","married","unknown","0",64,"0","1","cellular",21,"jul",2,-1,0,"unknown","0",78,"14","(56.5,64.2]","[52,95]","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"2996",2996,32,"technician","single","secondary","0",540,"0","1","cellular",29,"jan",1,-1,0,"unknown","1",750,"10","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"2997",2997,37,"technician","married","unknown","0",189,"0","0","cellular",16,"jun",2,-1,0,"unknown","1",162,"12","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"2998",2998,34,"blue-collar","married","primary","0",3868,"1","0","cellular",18,"may",1,350,1,"failure","0",134,"15","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0.002857143,"[0.00119,0.00482)"
"2999",2999,44,"blue-collar","divorced","secondary","0",-1,"0","1","cellular",15,"jul",5,-1,0,"unknown","0",194,"9","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"3000",3000,44,"technician","married","secondary","0",267,"0","0","cellular",22,"aug",2,-1,0,"unknown","1",520,"12","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
"3001",3001,42,"entrepreneur","married","primary","0",319,"1","0","telephone",8,"may",9,-1,0,"unknown","0",17,"17","(41.1,48.8]","[37,44)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"3002",3002,48,"entrepreneur","married","tertiary","0",810,"0","0","unknown",6,"jun",1,-1,0,"unknown","0",383,"13","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"3003",3003,30,"admin.","single","secondary","0",330,"0","1","cellular",30,"jul",5,-1,0,"unknown","0",115,"10","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"3004",3004,40,"services","married","secondary","0",4157,"1","0","unknown",15,"may",1,-1,0,"unknown","0",735,"17","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"3005",3005,41,"management","married","tertiary","0",768,"0","0","cellular",7,"aug",3,-1,0,"unknown","0",229,"15","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"3006",3006,44,"blue-collar","married","secondary","1",-617,"1","0","unknown",8,"may",1,-1,0,"unknown","0",172,"12","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"3007",3007,30,"technician","single","tertiary","0",178,"0","0","cellular",17,"jul",3,-1,0,"unknown","1",656,"13","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
